"","geoid10","m0009w","m1019w","m2029w","m3039w","m4049w","m5059w","m6069w","m70upw","f0009w","f1019w","f2029w","f3039w","f4049w","f5059w","f6069w","f70upw","m0009b","m1019b","m2029b","m3039b","m4049b","m5059b","m6069b","m70upb","f0009b","f1019b","f2029b","f3039b","f4049b","f5059b","f6069b","f70upb","m0009a","m1019a","m2029a","m3039a","m4049a","m5059a","m6069a","m70upa","f0009a","f1019a","f2029a","f3039a","f4049a","f5059a","f6069a","f70upa","m0009o","m1019o","m2029o","m3039o","m4049o","m5059o","m6069o","m70upo","f0009o","f1019o","f2029o","f3039o","f4049o","f5059o","f6069o","f70upo","m0009h","m1019h","m2029h","m3039h","m4049h","m5059h","m6069h","m70uph","f0009h","f1019h","f2029h","f3039h","f4049h","f5059h","f6069h","f70uph"
"319",13127000300,246,273,135,226,329,387,500,445,260,276,131,234,384,476,595,528,4,12,2,4,11,11,14,11,10,3,7,4,9,15,16,15,2,3,0,1,3,5,1,1,1,3,0,4,8,3,3,2,1,5,1,0,2,1,2,0,1,4,5,1,3,4,6,2,15,6,9,5,10,3,8,4,11,3,2,10,13,6,3,6
"320",13127000401,336,423,292,359,430,481,340,208,362,360,310,369,458,514,368,243,77,69,60,46,62,66,31,26,88,72,59,75,67,75,35,35,6,5,2,4,6,2,6,2,3,9,4,5,7,13,2,3,25,16,12,6,6,5,3,0,24,15,4,6,8,7,5,1,71,36,53,44,23,18,3,4,64,35,44,35,31,15,5,2
"321",13127000403,142,179,141,126,200,261,230,133,126,191,135,134,239,274,222,141,16,42,29,22,24,30,13,8,33,35,28,27,30,38,17,12,1,1,2,2,3,3,2,0,1,5,3,6,2,4,3,2,5,6,2,0,3,0,4,0,7,7,2,3,4,4,7,1,23,11,18,16,12,7,9,1,22,6,17,10,5,12,6,5
"322",13127000404,479,504,413,469,577,515,334,240,515,503,471,529,639,606,394,313,95,232,160,101,110,87,39,33,101,175,119,107,135,106,58,32,31,19,8,19,16,11,7,6,15,15,25,27,23,17,10,1,45,24,21,9,13,8,3,2,28,19,13,10,12,9,6,5,73,61,49,54,48,20,23,4,54,57,46,41,35,26,6,2
"323",13127000501,67,59,82,62,86,81,85,146,51,68,79,72,95,91,121,295,145,162,97,89,112,96,75,55,149,167,132,127,126,146,100,112,0,3,0,1,2,1,1,0,0,2,2,0,4,1,1,2,15,9,4,4,3,3,2,3,10,6,6,5,2,1,4,0,41,20,48,39,13,8,2,4,38,16,28,38,11,2,5,3
"324",13127000503,102,84,121,125,126,106,89,71,90,87,170,124,105,135,102,120,148,156,125,108,79,79,47,20,190,179,179,140,126,95,58,38,4,7,2,2,4,4,3,5,1,6,4,9,9,12,3,4,27,11,8,6,2,4,0,0,27,3,14,5,2,2,0,5,43,22,50,44,21,8,8,0,31,28,39,25,16,11,5,3
"325",13127000504,50,49,72,72,74,76,76,75,49,48,104,71,86,86,76,98,174,220,145,140,127,106,76,48,169,212,207,167,175,145,103,93,8,2,3,9,9,2,2,0,7,7,4,11,6,0,2,1,21,16,9,8,6,0,0,0,11,11,8,12,6,3,1,1,32,16,39,19,19,7,2,2,23,26,22,17,19,6,3,3
"326",13127000600,225,229,243,226,276,281,258,235,183,251,231,242,275,331,301,337,102,80,48,49,49,35,8,11,92,84,92,81,59,45,13,10,3,6,3,9,5,2,6,2,8,6,9,5,7,8,5,1,28,9,7,11,5,1,3,2,18,10,6,2,3,5,1,1,79,54,90,48,24,17,8,3,75,38,56,41,26,14,8,3
"327",13127000700,93,102,139,126,145,157,128,161,103,100,173,133,150,193,184,297,403,338,277,231,250,239,155,82,429,397,385,304,306,341,191,181,11,3,3,4,8,0,0,1,1,4,11,7,9,1,3,1,25,22,10,6,3,8,12,0,23,13,16,8,2,9,1,3,84,51,96,65,37,15,5,3,73,41,66,52,29,6,9,4
"328",13127000800,18,19,88,66,50,47,21,14,29,11,49,33,34,28,21,29,304,214,257,160,207,202,88,67,265,224,270,182,207,169,118,102,2,0,0,1,0,0,0,0,1,0,0,1,0,1,2,0,8,7,3,0,5,0,0,2,14,6,7,2,6,2,2,1,52,38,92,44,38,13,3,1,72,31,50,37,16,4,0,2
"329",13127000900,78,79,91,103,127,140,102,104,77,71,102,95,123,145,111,129,183,161,95,63,63,82,44,30,163,146,133,124,117,90,56,67,0,0,0,1,2,0,2,0,0,0,0,1,1,1,0,0,23,16,3,1,1,4,1,2,11,15,6,2,1,1,1,0,67,54,114,76,39,10,2,2,100,31,83,47,18,10,4,3
"330",13127001000,554,515,378,523,649,602,529,378,522,535,408,601,647,642,528,400,72,96,58,57,83,91,42,41,60,113,53,71,82,94,43,53,1,1,1,4,4,3,1,1,7,7,0,12,8,7,5,2,21,20,7,10,11,13,9,3,32,19,6,10,14,11,6,1,30,26,27,23,18,10,8,2,25,19,13,13,17,10,11,1
"331",13127990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"332",13179010101,595,207,478,229,52,2,3,1,616,200,578,281,66,18,4,3,196,133,164,115,43,2,2,0,255,130,177,149,36,8,0,1,5,4,5,2,1,0,0,0,8,3,18,16,5,0,0,0,107,47,26,15,5,1,1,0,95,54,31,30,7,6,1,2,228,81,105,55,21,2,0,0,175,83,120,77,29,4,1,1
"333",13179010102,58,197,599,99,59,8,1,0,69,33,99,53,38,7,0,1,16,96,340,36,14,1,1,0,17,22,69,20,11,4,0,0,1,7,11,8,5,0,1,0,1,2,2,6,2,0,0,0,8,10,29,7,3,0,0,0,7,7,5,2,1,0,0,0,8,33,95,12,6,1,0,0,14,5,22,6,2,0,0,0
"334",13179010103,48,28,134,42,14,1,1,0,37,28,127,26,24,1,0,0,15,14,73,16,8,0,1,0,16,6,36,11,5,1,0,0,1,0,4,1,0,0,0,0,0,0,7,3,1,0,0,0,15,1,9,5,0,1,0,0,6,0,4,2,0,1,0,0,12,7,24,4,4,0,0,0,9,5,17,6,3,1,0,0
"335",13179010202,117,71,160,95,58,72,55,25,119,65,199,79,80,82,49,27,148,175,143,98,117,117,59,21,151,167,184,141,187,134,75,37,4,3,10,5,6,3,0,0,3,5,7,10,15,18,11,2,40,34,27,12,3,10,6,0,41,24,33,16,12,11,8,2,61,27,53,33,18,14,6,4,68,37,48,29,23,26,9,7
"336",13179010204,73,56,77,73,61,51,21,14,76,67,107,73,70,65,30,20,160,147,110,107,130,117,69,38,173,140,116,127,152,125,90,51,2,3,2,5,1,5,1,0,1,5,4,7,8,5,5,0,37,20,18,5,5,5,5,3,32,24,18,8,9,5,1,4,27,17,15,12,15,6,3,0,35,24,27,16,6,8,2,0
"337",13179010205,160,100,229,105,110,108,79,51,133,115,207,135,122,120,76,44,207,240,180,126,124,163,66,22,213,204,205,193,183,187,82,24,12,6,7,8,4,12,2,2,6,4,16,10,17,26,11,8,50,35,23,12,3,4,5,1,55,37,32,11,8,11,1,2,65,56,61,30,25,33,9,4,80,58,73,47,36,36,16,1
"338",13179010206,185,152,235,174,131,127,97,47,150,146,230,150,158,142,87,62,166,135,105,83,81,95,29,11,192,139,173,117,121,94,34,15,0,2,3,2,3,3,0,1,1,3,3,4,10,4,2,2,44,22,17,9,8,5,3,2,38,20,22,12,8,8,0,2,43,38,39,32,18,12,3,0,50,30,38,35,19,17,5,4
"339",13179010207,133,85,184,126,99,84,57,19,134,100,221,127,106,116,59,35,274,250,180,136,181,180,56,14,253,261,205,210,255,197,72,22,9,7,11,5,4,7,1,0,11,1,13,10,12,16,13,4,48,30,24,14,5,4,4,3,40,35,20,29,5,8,4,0,90,71,57,36,35,22,8,4,85,62,53,55,40,25,11,12
"340",13179010208,226,125,241,172,114,77,23,10,206,107,334,190,139,61,44,21,256,336,268,238,246,158,46,16,249,302,240,252,294,133,54,19,3,8,3,4,4,6,2,0,3,2,13,17,11,15,7,0,60,33,30,16,6,5,3,0,43,36,27,19,10,4,1,2,130,94,79,56,52,18,10,4,113,77,80,81,51,33,16,8
"341",13179010300,199,131,284,164,159,156,149,85,159,129,334,207,200,180,149,144,247,171,229,134,177,152,52,20,270,216,305,180,216,174,69,50,7,16,12,11,16,9,3,2,16,16,15,16,28,24,14,5,48,38,29,9,11,11,5,1,44,27,59,20,17,9,6,2,88,52,72,44,35,34,10,7,68,51,77,50,38,35,13,7
"342",13179010400,193,188,228,172,197,219,168,77,165,149,261,194,203,214,138,130,261,254,245,184,254,234,89,46,218,300,252,189,308,218,97,84,8,7,18,12,8,14,4,4,8,13,18,10,18,36,19,5,62,30,25,12,4,8,4,1,43,36,40,17,11,8,3,2,70,57,58,47,33,27,14,4,68,68,44,53,46,33,13,6
"343",13179010501,175,155,123,196,232,274,263,169,163,152,146,166,244,288,229,177,29,43,21,25,26,44,22,20,33,34,28,24,40,38,30,23,2,0,1,0,2,1,0,1,1,1,0,1,1,3,2,2,6,8,6,5,4,1,6,0,10,7,6,5,6,8,3,3,5,15,3,3,4,4,0,1,6,3,4,6,6,6,1,1
"344",13179010502,166,154,157,178,194,196,143,90,160,135,165,195,194,182,147,96,151,214,107,99,195,132,80,55,133,200,98,151,204,162,91,71,0,3,1,3,3,2,2,0,1,2,7,3,2,8,10,1,22,14,9,9,5,6,2,0,24,15,19,8,6,12,1,0,28,20,20,16,14,8,3,1,27,19,23,18,7,7,2,1
"345",13179010600,15,11,15,12,21,24,16,15,17,13,19,11,26,20,18,9,68,125,106,73,103,119,84,71,76,114,70,73,125,176,101,88,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6,5,0,0,0,0,0,0,1,5,2,1,1,0,2,1,2,2,1,2,2,0,0,0,5,1,2,0,0,0,1,2
"346",13179990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"347",13183970100,418,352,371,365,388,298,186,127,386,326,431,393,336,311,205,137,148,186,106,128,132,94,27,36,169,192,139,142,143,105,50,49,6,8,8,3,2,0,0,3,4,5,8,11,5,15,5,4,63,46,17,22,3,8,3,1,60,46,26,21,12,9,4,2,191,154,148,165,78,55,14,5,209,138,130,113,86,51,14,9
"348",13183970200,221,262,250,275,253,209,154,100,260,241,271,209,246,225,132,153,138,122,155,123,129,127,48,33,131,128,127,103,114,119,45,53,1,1,1,1,2,3,0,0,2,0,2,4,1,3,0,2,36,20,8,6,5,2,7,2,43,20,15,20,6,7,4,0,36,14,25,14,4,6,4,0,31,24,27,15,7,7,3,1
"349",13183980000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"350",13191110100,124,148,107,131,216,304,319,212,138,162,104,137,218,300,329,193,73,93,60,42,84,103,69,57,43,85,66,53,72,104,86,89,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,0,2,1,1,3,0,3,1,5,2,4,3,1,1,5,7,3,7,8,3,5,0,8,8,4,5,6,2,4,1
"351",13191110200,177,187,131,168,222,241,214,156,137,158,139,151,211,230,197,148,162,192,126,119,149,190,136,112,167,217,163,156,201,220,175,139,0,1,0,0,0,0,0,0,2,2,2,1,0,2,0,2,13,15,10,2,11,7,3,8,12,12,3,4,11,4,6,5,5,9,9,5,4,5,0,1,11,7,3,8,4,3,2,1
"352",13191110300,146,185,130,148,207,191,149,141,144,132,143,178,213,245,186,169,78,106,87,71,98,84,70,40,98,106,81,74,103,93,77,63,2,4,1,0,2,1,1,2,1,5,5,0,4,2,0,2,7,5,0,1,1,1,2,2,9,12,5,1,2,0,2,3,11,6,8,6,4,6,0,1,4,7,5,5,3,4,4,0
"353",13191980000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"354",13191990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"355",13229960100,170,172,116,150,156,181,132,110,143,172,121,170,169,157,145,128,23,31,10,8,16,20,16,13,17,31,12,16,20,29,18,20,1,0,4,0,2,0,0,0,0,1,0,1,3,0,0,0,5,4,0,1,5,4,1,3,2,1,1,1,4,6,1,2,20,23,16,19,10,2,1,3,19,17,8,13,5,0,0,1
"356",13229960200,90,89,66,88,110,97,76,66,78,83,83,80,97,96,91,63,5,10,4,3,9,11,5,1,4,4,3,4,10,8,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,1,3,2,1,1,3,1,2,2,0,2,0,0,29,20,33,15,21,4,0,1,25,21,22,8,14,3,2,1
"357",13229960300,378,313,241,315,339,319,317,207,319,323,258,338,365,360,326,283,84,84,36,35,53,69,47,46,79,72,71,54,74,73,76,69,1,3,0,1,3,1,0,0,0,2,1,2,1,1,0,0,18,7,6,3,6,6,4,1,21,5,7,10,4,6,2,3,32,16,31,15,11,4,2,1,36,21,17,17,10,5,3,1
"358",13229960400,466,540,362,473,511,446,399,276,482,467,373,498,533,471,476,341,19,23,19,17,21,13,3,1,15,22,20,17,29,9,4,2,3,1,0,0,2,1,0,0,5,6,2,1,1,2,4,0,21,19,5,2,13,9,6,4,11,9,6,5,9,7,4,3,41,23,26,30,22,7,1,6,41,23,20,22,13,6,3,5
"359",13251970200,45,83,41,57,61,74,59,38,40,79,39,42,82,74,64,53,50,188,55,34,48,58,34,21,48,67,46,44,59,78,43,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,2,1,1,0,2,2,1,2,4,2,0,0,3,9,1,2,1,0,0,1,0,2,1,1,0,0,1,0
"360",13251970300,114,117,93,109,129,147,111,104,100,107,103,94,138,152,136,208,76,103,123,101,97,92,60,45,86,120,78,86,88,111,61,66,3,1,3,8,1,0,0,0,1,1,2,2,1,4,0,1,1,2,3,1,1,0,4,1,5,7,1,4,1,3,2,1,1,4,9,5,4,1,1,0,2,10,2,3,4,3,3,0
"361",13251970400,124,164,133,131,174,185,183,137,159,141,140,124,174,188,172,179,201,197,121,109,104,127,73,41,211,172,162,157,134,165,98,81,0,1,1,0,2,0,1,1,1,2,1,4,2,0,3,0,18,5,3,1,1,5,1,5,9,2,6,1,2,3,7,2,3,2,1,4,1,2,4,1,3,11,1,2,2,4,0,2
"362",13251970500,88,101,62,83,106,122,95,77,83,55,72,89,113,123,87,85,73,110,42,42,81,87,41,45,65,116,63,67,74,83,64,50,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,1,0,2,0,3,0,4,0,1,0,4,2,2,3,7,2,2,2,0,4,0,0,2,3,2,4,2,1,1,0
"363",13251970600,65,79,51,71,83,76,68,53,54,51,51,75,79,68,70,62,62,48,44,41,44,48,31,24,61,56,51,29,45,56,46,34,0,1,0,0,2,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,2,2,3,0,0,2,1,0,6,3,2,5,0,1,0,0,4,4,2,2,1,0,1,0
"364",13267950100,142,181,142,139,189,197,173,136,140,158,159,159,183,181,177,219,47,44,24,29,30,49,34,19,35,42,38,36,40,52,29,29,1,0,0,0,0,1,0,0,0,0,2,1,1,0,2,0,7,10,1,0,0,3,3,0,3,4,1,0,2,3,2,1,35,31,30,34,22,6,3,2,41,37,15,24,15,3,2,1
"365",13267950201,151,174,215,312,323,255,200,109,166,159,119,182,182,197,198,192,110,126,325,320,321,220,72,47,113,77,88,80,108,99,90,49,2,2,3,3,1,3,1,1,1,3,1,2,2,2,4,0,13,4,4,2,2,2,1,1,10,5,3,0,1,1,0,0,43,31,64,66,36,13,6,5,37,37,16,30,19,4,3,1
"366",13267950202,122,153,269,309,274,208,134,72,130,167,134,130,202,169,112,97,47,85,388,319,233,113,20,5,30,44,16,36,47,19,10,11,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,6,6,5,3,1,0,1,1,9,4,2,2,4,6,6,1,116,96,139,119,71,33,11,6,85,95,65,70,30,15,10,5
"367",13267950300,169,159,235,278,275,250,190,131,185,166,136,180,217,193,175,227,84,116,556,374,242,157,60,38,79,88,78,53,78,91,48,72,2,0,5,3,1,1,1,0,1,0,1,3,0,5,1,1,4,4,6,5,0,2,3,0,3,5,1,2,3,1,1,1,26,20,65,45,28,14,3,3,20,16,27,6,12,8,4,1
"368",13267950400,226,220,204,210,268,218,208,152,210,201,230,229,258,254,198,253,99,91,73,47,54,69,51,15,52,64,63,66,73,61,46,41,3,2,0,4,1,1,1,2,1,1,2,3,4,2,1,2,17,23,1,5,9,2,3,3,12,11,7,8,4,0,5,2,53,53,57,75,40,12,8,3,67,44,36,42,18,11,3,4
"369",13299950100,86,108,72,105,107,112,95,59,86,107,77,106,113,118,87,77,6,4,1,2,4,3,0,2,4,0,4,0,3,3,1,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3,2,0,0,2,1,1,0,1,0,0,1,1,1,1,2,3,2,8,4,2,1,1,0,0,2,1,2,1,1,0,0
"370",13299950200,339,347,432,444,480,469,334,252,316,337,320,342,344,392,305,464,13,104,519,331,225,103,26,7,14,26,25,22,16,8,3,13,1,1,5,1,2,0,0,1,1,0,0,1,1,2,0,1,16,5,8,4,3,3,3,1,3,7,2,3,5,6,2,5,18,26,39,34,18,15,3,2,22,27,14,10,11,5,2,7
"371",13299950300,80,84,101,81,100,99,103,91,98,90,100,86,96,130,114,139,39,47,32,37,29,37,17,14,38,32,44,29,32,32,27,33,0,2,0,2,0,0,0,1,0,2,0,2,2,0,1,1,10,4,2,2,3,0,1,0,5,4,2,2,0,1,0,0,5,4,2,5,1,0,2,0,3,2,2,3,1,1,0,0
"372",13299950400,5,5,8,10,13,10,9,6,8,8,13,4,11,16,15,22,121,123,69,58,89,91,86,87,128,146,108,94,113,126,105,163,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,1,3,0,1,1,0,1,9,5,0,2,0,1,2,0,9,4,7,2,1,1,0,1,9,4,2,2,1,1,1,0
"373",13299950500,178,173,158,178,220,219,165,210,143,162,163,165,202,256,239,406,117,156,99,82,95,94,73,52,127,132,99,100,128,135,105,99,1,3,1,0,5,3,3,0,1,5,4,5,6,4,1,3,18,10,4,0,2,8,3,0,14,9,9,2,4,7,2,3,15,11,13,11,2,4,2,2,9,10,10,11,3,2,1,4
"374",13299950600,263,242,208,241,229,337,269,271,239,250,228,256,300,359,299,414,109,73,62,40,48,39,14,16,111,80,106,61,61,40,27,22,6,14,11,18,12,7,5,3,10,10,11,14,13,6,3,5,21,5,5,3,1,4,2,0,14,5,7,2,3,4,4,2,11,7,10,8,11,5,1,3,11,9,12,7,4,2,2,2
"375",13299950700,20,17,28,20,31,27,15,9,13,16,25,22,31,19,14,16,108,106,75,58,63,67,50,25,111,83,86,80,73,90,55,41,2,1,2,0,1,4,0,1,1,0,3,1,2,1,2,0,7,8,1,1,3,0,0,2,4,3,4,2,3,2,1,1,10,4,7,4,7,1,0,1,7,3,6,4,4,1,0,0
"376",13299950800,212,222,221,203,274,261,197,166,203,230,234,219,266,300,230,205,219,188,163,102,112,100,57,39,227,207,178,168,140,141,80,65,1,1,1,0,1,1,0,0,1,0,0,1,2,0,1,0,23,8,5,7,5,3,2,2,33,16,9,1,5,5,7,3,55,49,54,52,23,6,2,1,42,36,32,42,20,7,4,0
"377",13299950900,180,177,184,164,170,194,170,105,175,153,178,152,214,225,178,169,81,70,50,50,64,70,39,20,88,75,68,62,70,66,56,52,0,0,4,0,3,1,1,2,1,0,0,1,1,3,0,2,10,10,5,2,3,4,7,1,3,6,7,1,1,5,3,1,20,10,15,18,9,5,2,4,17,12,13,13,4,5,2,2
"378",13305970100,275,299,216,255,300,280,217,164,246,261,209,290,301,282,227,212,15,19,11,8,18,14,5,3,13,16,4,10,14,5,9,2,1,1,0,2,0,2,0,1,0,1,0,2,3,3,0,0,12,7,1,5,3,4,3,2,10,11,4,3,3,5,3,0,9,16,7,15,4,3,3,1,15,13,8,9,6,1,1,1
"379",13305970200,449,482,357,369,462,412,313,231,416,381,389,384,457,433,375,253,112,155,97,64,95,117,48,36,122,135,89,102,119,127,65,47,1,3,2,0,0,4,0,1,3,1,3,2,4,4,0,2,18,11,7,4,7,5,5,0,22,20,8,5,10,11,4,2,67,46,78,48,32,13,1,3,57,39,42,35,18,7,0,1
"380",13305970300,160,168,198,138,202,172,170,181,158,167,202,165,180,228,217,317,180,84,98,80,74,72,46,35,168,128,143,98,94,89,62,56,2,1,1,2,4,1,0,1,2,1,5,3,4,2,2,2,27,8,3,2,6,4,1,4,24,6,7,5,1,4,1,2,41,17,35,17,12,5,5,1,44,12,21,15,9,11,2,2
"381",13305970400,224,221,165,205,196,183,173,127,197,194,169,201,192,177,168,141,17,33,18,10,18,39,32,16,20,29,11,18,28,33,25,23,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,6,3,3,1,3,1,1,1,8,2,5,0,5,2,1,0,19,9,8,9,6,3,1,0,17,5,9,6,6,0,2,0
"382",13305970500,164,131,145,257,278,222,145,120,150,105,126,127,142,142,104,156,105,86,247,477,323,173,52,30,87,75,82,64,85,73,48,32,7,2,9,8,6,6,1,1,6,3,6,6,4,4,3,0,13,8,9,19,17,11,2,0,15,9,8,5,1,1,1,0,31,42,93,195,121,69,18,7,21,21,12,20,22,5,3,2
"383",13305970600,190,187,166,180,189,243,200,140,190,208,164,176,247,241,209,152,18,22,22,16,15,22,15,11,31,29,20,25,19,22,13,16,0,0,1,0,1,0,0,0,0,0,1,0,2,1,0,0,6,3,1,2,1,4,3,1,14,7,3,2,3,4,4,4,13,11,3,10,4,4,0,0,16,8,4,6,2,4,1,3
"384",45013000100,57,45,42,67,65,89,157,92,62,51,31,69,56,122,148,76,196,232,142,125,154,225,137,103,205,197,198,148,201,263,178,175,0,0,1,2,0,1,2,0,0,0,1,1,0,1,3,0,6,6,1,1,4,0,3,0,11,3,3,3,1,3,1,3,11,7,6,10,4,5,1,1,12,10,8,10,6,6,2,1
"385",45013000200,106,129,130,97,122,164,130,69,97,112,97,92,154,168,128,73,271,236,176,128,154,196,101,78,258,262,235,184,221,247,138,99,1,1,1,2,2,0,0,0,2,1,1,6,4,3,3,1,10,12,3,4,7,3,0,0,14,14,10,7,7,6,1,2,37,17,29,27,4,6,2,4,22,16,19,18,6,5,6,3
"386",45013000300,466,135,623,249,62,55,30,8,485,138,619,219,77,58,24,11,93,61,109,67,20,11,4,3,106,57,102,56,36,21,4,9,5,2,7,6,2,1,1,0,6,1,9,7,10,3,1,0,40,12,13,7,0,1,0,0,42,8,29,11,3,3,3,0,109,33,90,42,3,6,0,0,123,34,104,39,9,5,1,1
"387",45013000400,18,46,459,22,5,3,1,1,5,17,95,1,2,3,1,0,5,10,51,4,6,0,0,1,4,6,22,1,3,0,0,2,0,1,13,0,0,0,0,0,0,0,3,3,0,0,0,0,3,2,22,1,0,0,0,0,6,1,4,0,0,0,0,0,4,14,100,2,1,0,0,0,3,5,15,0,0,0,0,0
"388",45013000501,203,178,282,164,175,192,206,71,198,156,285,178,199,216,209,79,197,185,177,146,142,173,83,59,188,189,187,171,179,197,95,102,0,2,3,1,1,1,1,0,3,2,6,6,3,6,4,6,26,23,20,8,6,8,4,1,31,17,18,8,7,7,3,1,105,44,97,64,51,24,4,3,95,74,92,50,39,24,4,2
"389",45013000502,174,134,265,192,133,129,107,73,199,132,277,170,134,131,107,116,145,143,162,103,69,79,45,22,160,123,214,130,110,108,52,43,6,5,17,6,3,2,1,1,7,3,12,6,6,10,5,5,22,5,12,3,6,2,2,1,24,10,15,9,6,7,1,2,48,29,68,36,14,5,4,5,53,32,53,30,11,7,8,2
"390",45013000503,199,169,207,168,203,226,191,149,200,158,225,204,213,232,209,178,83,82,63,60,48,46,20,10,83,69,89,55,65,66,42,11,7,6,6,9,5,5,2,1,8,7,7,16,9,16,5,11,32,15,12,6,6,5,0,1,31,11,9,2,4,6,2,3,68,37,110,47,31,10,6,6,77,29,64,43,20,15,7,6
"391",45013000600,77,48,69,60,86,89,92,83,56,43,82,62,92,98,129,120,55,65,46,28,26,35,16,17,62,53,45,44,39,61,34,25,1,1,0,1,2,1,1,1,0,5,1,1,5,1,0,3,11,3,4,3,1,2,1,0,8,5,2,7,5,4,0,2,14,10,17,9,8,8,3,0,11,19,16,9,6,6,2,0
"392",45013000700,221,216,234,237,249,277,255,277,206,194,238,259,257,352,305,473,97,80,131,73,92,92,59,66,101,93,99,80,103,102,77,112,8,5,6,9,5,3,5,2,7,4,6,12,5,9,4,4,25,7,11,3,4,5,3,1,20,10,12,9,5,3,3,4,38,25,67,39,18,7,5,3,34,27,37,25,10,15,6,2
"393",45013000800,174,124,365,197,144,190,128,101,191,156,360,188,198,217,145,188,136,90,160,98,65,92,28,40,130,106,198,90,96,114,64,70,8,0,9,11,4,4,2,3,4,6,8,17,8,5,5,4,26,13,19,9,10,3,4,0,26,7,16,8,5,4,5,2,46,19,65,21,14,6,3,0,41,23,61,22,12,6,7,3
"394",45013000901,152,149,67,115,141,148,166,92,129,131,61,120,165,168,167,93,19,41,23,20,34,36,24,18,23,43,23,24,31,43,33,26,0,0,0,1,1,0,0,0,3,1,0,1,2,4,2,0,4,5,5,1,3,2,1,0,5,1,2,1,4,1,0,0,1,7,5,6,3,6,3,0,7,7,4,6,7,10,3,0
"395",45013000902,410,399,320,377,396,399,340,247,407,364,374,382,437,439,376,284,114,111,68,65,66,88,42,31,146,140,115,95,99,88,60,40,10,10,3,18,8,5,6,0,10,10,12,12,18,9,11,1,37,21,4,16,9,2,6,1,36,24,14,13,9,4,4,0,58,46,37,41,29,11,7,4,56,45,46,44,32,14,8,2
"396",45013000903,72,72,29,50,82,86,104,86,61,68,24,64,88,92,114,84,22,43,27,14,24,25,20,16,32,27,27,23,32,30,40,35,5,1,0,2,3,2,0,0,4,3,0,6,1,2,3,0,3,3,1,0,1,1,1,0,3,0,1,1,1,0,0,1,6,17,21,6,10,5,2,0,13,6,13,6,6,3,0,2
"397",45013001000,111,889,1223,60,43,6,1,0,115,202,229,58,30,9,1,0,16,142,211,24,10,1,0,0,19,45,55,13,5,2,0,0,1,27,29,2,0,0,0,0,1,7,14,5,2,0,0,0,18,37,50,2,0,0,0,0,16,25,31,2,0,0,0,0,29,172,237,16,6,2,0,0,26,94,81,13,3,1,0,0
"398",45013001101,51,35,35,37,62,130,353,360,22,38,39,41,71,186,396,304,110,139,71,62,84,119,72,57,111,133,110,74,118,128,72,69,0,0,1,0,0,0,2,0,1,0,0,0,1,5,5,0,9,13,6,2,4,1,1,0,5,10,4,5,5,6,1,2,10,10,8,3,3,3,0,0,13,7,7,8,4,5,0,3
